File Name,Depth,File Type,GitHub URL,Lines,Parent Directories
http://BaseAgent.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/agent/BaseAgent.java,406,"agent, multiagent"
http://StationViewManager.java,5,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ui/station/StationViewManager.java,527,"station, ui"
http://ArchitectAgent.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/agent/ArchitectAgent.java,306,"agent, multiagent"
http://AgentDeploymentPanel.java,5,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ui/station/AgentDeploymentPanel.java,664,"station, ui"
http://Agent.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/agent/Agent.java,58,"agent, multiagent"
http://StationControlPanel.java,5,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ui/station/StationControlPanel.java,1045,"station, ui"
http://AutoAgentsSettings.java,4,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/settings/AutoAgentsSettings.java,221,settings
http://AutoAgentsToolWindowFactory.java,4,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ui/AutoAgentsToolWindowFactory.java,1001,ui
http://StationManagementPanel.java,5,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ui/station/StationManagementPanel.java,588,"station, ui"
http://StationMonitoringPanel.java,5,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ui/station/StationMonitoringPanel.java,833,"station, ui"
http://ObserverAgent.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/agent/ObserverAgent.java,450,"agent, multiagent"
http://AgentMessage.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/model/AgentMessage.java,133,"model, multiagent"
http://EnhancedBaseAgent.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/agent/EnhancedBaseAgent.java,116,"agent, multiagent"
http://CodeEditorAgent.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/agent/CodeEditorAgent.java,522,"agent, multiagent"
http://Task.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/model/Task.java,140,"model, multiagent"
http://AgentCapability.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/model/AgentCapability.java,108,"model, multiagent"
http://AgentState.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/model/AgentState.java,41,"model, multiagent"
http://AgentRole.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/model/AgentRole.java,41,"model, multiagent"
http://TaskResult.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/model/TaskResult.java,143,"model, multiagent"
http://AgentFactory.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/agent/factories/AgentFactory.java,70,"agent, factories, multiagent"
http://AgentRegistrationRequest.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/core/AgentRegistrationRequest.java,37,"core, multiagent"
http://ServiceException.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/core/ServiceException.java,88,"core, multiagent"
http://HealthSeverity.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/core/HealthSeverity.java,31,"core, multiagent"
http://SystemMonitor.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/core/SystemMonitor.java,66,"core, multiagent"
http://AgentMetrics.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/core/AgentMetrics.java,132,"core, multiagent"
http://AgentEvent.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/core/AgentEvent.java,104,"core, multiagent"
http://GroupTaskRequest.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/core/GroupTaskRequest.java,57,"core, multiagent"
http://EventBus.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/core/EventBus.java,117,"core, multiagent"
http://SharedContext.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/core/SharedContext.java,69,"core, multiagent"
http://SystemHealthStatus.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/core/SystemHealthStatus.java,195,"core, multiagent"
http://SemanticMemory.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/memory/core/SemanticMemory.java,472,"core, memory, multiagent"
http://TaskScheduler.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/core/TaskScheduler.java,155,"core, multiagent"
http://MessageHandler.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/communication/MessageHandler.java,12,"communication, multiagent"
http://MemoryStateManager.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/memory/core/MemoryStateManager.java,408,"core, memory, multiagent"
http://EpisodicMemory.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/memory/core/EpisodicMemory.java,431,"core, memory, multiagent"
http://MemoryManager.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/memory/MemoryManager.java,214,"memory, multiagent"
http://TrustedMessageBus.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/communication/TrustedMessageBus.java,599,"communication, multiagent"
http://MessageBus.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/communication/MessageBus.java,512,"communication, multiagent"
http://MessageType.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/communication/MessageType.java,69,"communication, multiagent"
http://Message.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/communication/Message.java,92,"communication, multiagent"
http://TrustManager.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/trust/TrustManager.java,,"multiagent, trust"
http://TrustScore.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/trust/TrustScore.java,,"multiagent, trust"
http://WorkingMemory.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/memory/core/WorkingMemory.java,329,"core, memory, multiagent"
http://TrustLevel.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/trust/TrustLevel.java,,"multiagent, trust"
http://ByzantineFaultTolerance.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/trust/consensus/ByzantineFaultTolerance.java,681,"consensus, multiagent, trust"
http://ThresholdSignature.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/collision/core/EnhancedCollisionHandler.java,684,"authorization, multiagent, trust"
http://TrustMetrics.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/trust/TrustMetrics.java,,"multiagent, trust"
http://RAFTConsensus.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/trust/consensus/RAFTConsensus.java,768,"consensus, multiagent, trust"
http://MemorySynchronizer.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/memory/sync/MemorySynchronizer.java,546,"memory, multiagent, sync"
http://StatePersistenceService.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/memory/persistence/StatePersistenceService.java,469,"memory, multiagent, persistence"
http://CollisionResolution.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/collision/CollisionResolution.java,142,"collision, multiagent"
http://StationStatus.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/station/StationStatus.java,245,"multiagent, station"
http://AgentManagementService.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/services/AgentManagementService.java,380,"multiagent, services"
http://ReputationManager.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/trust/reputation/ReputationManager.java,807,"multiagent, reputation, trust"
http://Station.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/station/Station.java,276,"multiagent, station"
http://AgentCoordinatorService.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/services/AgentCoordinatorService.java,697,"multiagent, services"
http://Collision.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/collision/Collision.java,87,"collision, multiagent"
http://EnhancedCollisionHandler.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/collision/core/EnhancedCollisionHandler.java,684,"collision, core, multiagent"
http://StationManager.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/station/StationManager.java,420,"multiagent, station"
http://StationConfiguration.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/station/StationConfiguration.java,152,"multiagent, station"
http://MechanicalSignalTransmitter.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/transmission/MechanicalSignalTransmitter.java,413,"mechanical, multiagent, transmission"
http://TransmissionModels.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/transmission/TransmissionModels.java,298,"mechanical, multiagent, transmission"
http://MechanicalSignalReceiver.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/protocol/MechanicalSignalReceiver.java,585,"mechanical, multiagent, protocol"
http://MechanicalSignalQueue.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/transmission/MechanicalSignalQueue.java,481,"mechanical, multiagent, transmission"
http://TransmissionCoordinator.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/transmission/TransmissionCoordinator.java,510,"mechanical, multiagent, transmission"
http://MechanicalSignalingProtocol.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/protocol/MechanicalSignalingProtocol.java,519,"mechanical, multiagent, protocol"
http://ProtocolModels.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/protocol/ProtocolModels.java,882,"mechanical, multiagent, protocol"
http://MechanicalSignalComposer.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/protocol/MechanicalSignalComposer.java,482,"mechanical, multiagent, protocol"
http://MechanicalSignalRouter.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/transmission/MechanicalSignalRouter.java,617,"mechanical, multiagent, transmission"
http://ProtocolCoordinator.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/protocol/ProtocolCoordinator.java,528,"mechanical, multiagent, protocol"
http://SignalMultiplexer.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/persistence/SignalMultiplexer.java,521,"mechanical, multiagent, persistence"
http://MechanicalSignalValidator.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/validation/MechanicalSignalValidator.java,328,"mechanical, multiagent, validation"
http://ValidationModels.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/validation/ValidationModels.java,283,"mechanical, multiagent, validation"
http://SignalPersistence.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/persistence/SignalPersistence.java,572,"mechanical, multiagent, persistence"
http://MechanicalMessageBridge.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/integration/MechanicalMessageBridge.java,777,"integration, mechanical, multiagent"
http://ClaudeCodeIntegration.java,6,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/integration/ClaudeCodeIntegration.java,322,"integration, multiagent"
http://MechanicalSignal.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/validation/MechanicalSignal.java,82,"mechanical, multiagent, validation"
http://PersistenceModels.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/persistence/PersistenceModels.java,708,"mechanical, multiagent, persistence"
http://MechanicalSignalAnalyzer.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/validation/MechanicalSignalAnalyzer.java,397,"mechanical, multiagent, validation"
http://SignalValidationCoordinator.java,7,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgenets-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/mechanical/validation/SignalValidationCoordinator.java,353,"mechanical, multiagent, validation"
http://GroupCoordinationFramework.java,9,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/coordination/GroupCoordinationFramework.java,646,"coordination, multiagent"
http://SharedContext.java,8,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/context/SharedContext.java,102,"context, multiagent"
http://AdministrativeHistoryManager.java,8,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/history/AdministrativeHistoryManager.java,218,"history, multiagent"
http://AgentEvent.java,8,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/event/AgentEvent.java,130,"event, multiagent"
http://EventBus.java,8,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/event/EventBus.java,47,"event, multiagent"
http://PerformanceMetrics.java,8,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/monitor/PerformanceMetrics.java,218,"monitor, multiagent"
http://HistoryManager.java,9,Java,https://github.com/Mohsen-Dirbaz-Organization/AutoAgents-2/blob/DefaultBranch/src/main/java/com/IDE/plugin/ai/multiagent/history/core/HistoryManager.java,423,"core, history, multiagent"
