Task name,Assignee,Assignee_status,Blocked by,Completed?,Created time,Due,Files,Is blocking,Last edited time,Parent-task,Priority,Project,Ref,Section,Status 1,Sub-tasks,Supporting work,Tags,Task type
Ch 4 HINT: Ballroom Contract Reference - Procurement Without Competition,,upcoming,,Not started,"October 21, 2025 3:12 PM (CDT)",,,,"October 24, 2025 6:09 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Pending Evaluation,,,,,default_task
Ch 9 HINT: Ballroom Contract Reference - Opacity Enables Self-Dealing,,upcoming,,Not started,"October 21, 2025 3:12 PM (CDT)",,,,"October 24, 2025 6:09 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Pending Evaluation,,,,,default_task
Ch 16 HINT: Ballroom Contract Reference - Platform Self-Regulation Failures,,upcoming,,Not started,"October 21, 2025 3:12 PM (CDT)",,,,"October 24, 2025 6:09 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Pending Evaluation,,,,,default_task
Ch 20 HINT: Ballroom Contract Reference - Implementation and Procurement Reform,,upcoming,,Not started,"October 21, 2025 3:12 PM (CDT)",,,,"October 24, 2025 6:09 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Pending Evaluation,,,,,default_task
Ch 28 HINT: Ballroom Contract Reference - Democratic Accountability Synthesis,,upcoming,,Not started,"October 21, 2025 3:13 PM (CDT)",,,,"October 24, 2025 6:08 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Pending Evaluation,,,,,default_task
NEW PART II: The Infrastructure-Innovation Divide,,upcoming,,Not started,"October 18, 2025 11:23 AM (CDT)",,,,"October 19, 2025 4:35 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
🔗 MASTER COORDINATION: Ballroom Contract Story Cross-References,,upcoming,,Not started,"October 21, 2025 3:13 PM (CDT)",,,,"October 24, 2025 6:08 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Pending Evaluation,,,,,default_task
NEW PART III: Environmental and Computational Sustainability,,upcoming,,Not started,"October 18, 2025 11:24 AM (CDT)",,,,"October 19, 2025 4:35 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 30: AI Train or Energy Drain? The Carbon Cost of Computation,,upcoming,,Not started,"October 19, 2025 4:32 PM (CDT)",,,,"October 19, 2025 4:35 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 28: Prosecuting Dishonesty — The Path Forward,,upcoming,,Not started,"October 18, 2025 12:08 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 29: The Windows Legacy and System Architecture Collapse,,upcoming,,Not started,"October 19, 2025 4:26 PM (CDT)",,,,"October 19, 2025 4:28 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 27: Implementation Roadmap,,upcoming,,Not started,"October 18, 2025 12:08 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 26: The Equity Imperative in AI Development,,upcoming,,Not started,"October 18, 2025 12:07 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 25: Cognitive Decay as Unified Metric,,upcoming,,Not started,"October 18, 2025 12:07 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 24: AI Governance in the Age of Platform Monopoly,,upcoming,,Not started,"October 18, 2025 12:07 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 23: Preventing Benefit Concentration in AI Deployment,,upcoming,,Not started,"October 18, 2025 12:07 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 22: Institutional Mobilization: University and Labor Union AI Capacity,,upcoming,,Not started,"October 18, 2025 12:06 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 21: Regional Implementation: Detroit as AI Governance Case Study,,upcoming,,Not started,"October 18, 2025 12:06 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 20: Connecting Guardrails to Technical Pathways,,upcoming,,Not started,"October 18, 2025 12:06 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 19: Application Competition: Specialized vs. General-Purpose AI,,upcoming,,Not started,"October 18, 2025 12:06 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 17: Financing Regimes and Investment Structures,,upcoming,,Not started,"October 18, 2025 12:05 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 18: Comparative Analysis: Proprietary vs. Open-Source AI Economics,,upcoming,,Not started,"October 18, 2025 12:05 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 16: Operating Cost Structure and Sensitivity Analysis,,upcoming,,Not started,"October 18, 2025 12:05 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 15: AI Infrastructure TCO Analysis,,upcoming,,Not started,"October 19, 2025 4:26 PM (CDT)",,,,"October 19, 2025 4:29 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 14: Data Scenarios and Supply Chain Economics,,upcoming,,Not started,"October 18, 2025 12:05 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
"Ch 13: AI Training Process: Architecture, Data, and Compute Overview",,upcoming,,Not started,"October 18, 2025 12:04 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 12: Algorithmic Auditing and Conditional Access,,upcoming,,Not started,"October 18, 2025 12:04 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 11: Multi-Stakeholder AI Governance and Deliberative Processes,,upcoming,,Not started,"October 18, 2025 12:04 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 10: Public AI Infrastructure: Reusable Compute and Data Commons,,upcoming,,Not started,"October 18, 2025 12:04 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 9: Open vs. Closed: The Central AI Governance Challenge,,upcoming,,Not started,"October 18, 2025 12:03 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 8: AI Benefit Concentration and the Equity Failure,,upcoming,,Not started,"October 18, 2025 12:03 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 7: Academic and Civil Society Resources: The Mobilization Failure,,upcoming,,Not started,"October 18, 2025 12:03 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 6: The Windows Legacy and System Architecture Collapse,,upcoming,,Not started,"October 18, 2025 11:21 AM (CDT)",,,,"October 24, 2025 6:10 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 5: The AI Transparency Gap and Accountability Deficit,,upcoming,,Not started,"October 18, 2025 12:03 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 4: Opportunity Cost and Strategic AI Investment Priorities,,upcoming,,Not started,"October 18, 2025 12:02 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 3: The Algorithmic Divide and Economic Exclusion,,upcoming,,Not started,"October 18, 2025 12:02 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 2: The Data Literacy Collapse and Cognitive Vulnerability,,upcoming,,Not started,"October 18, 2025 12:02 AM (CDT)",,,,"October 19, 2025 4:16 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
Ch 1: AI Increasing Relevance and Market Concentration,,upcoming,,Not started,"October 18, 2025 10:32 AM (CDT)",,,,"October 24, 2025 6:10 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Macro Facts Included,,,,,default_task
"Ch 29: The Windows Legacy and System Architecture Collapse ",,upcoming,,Not started,"October 19, 2025 4:08 PM (CDT)",,,,"October 19, 2025 4:09 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 28: Can Democratic Societies Build Accountable AI?,,upcoming,,Not started,"October 17, 2025 11:58 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 27: Implementation Roadmap: 2025-2035,,upcoming,,Not started,"October 17, 2025 11:58 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 25: Algorithmic Dishonesty as Unified Metric,,upcoming,,Not started,"October 17, 2025 11:58 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 26: The Equity Imperative in AI Deployment,,upcoming,,Not started,"October 17, 2025 11:58 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 24: AI Policy in the Age of Geopolitical Competition,,upcoming,,Not started,"October 17, 2025 11:57 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 23: Preventing AI Benefit Capture: Antitrust and Access Mandates,,upcoming,,Not started,"October 17, 2025 11:57 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 22: Labor and Civil Society Mobilization Strategies,,upcoming,,Not started,"October 17, 2025 11:57 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 21: Healthcare AI Case Study: From Surveillance to Equity,,upcoming,,Not started,"October 17, 2025 11:57 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 20: Connecting Governance Frameworks to Infrastructure Economics,,upcoming,,Not started,"October 17, 2025 11:56 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 19: AI Deployment Tradeoffs: Centralized vs Distributed,,upcoming,,Not started,"October 17, 2025 11:56 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 18: Comparative Analysis: Cloud vs On-Premise vs Edge,,upcoming,,Not started,"October 17, 2025 11:56 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 17: Financing AI Infrastructure and Economic Viability,,upcoming,,Not started,"October 17, 2025 11:56 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 16: Operating Cost Structure and Sensitivity,,upcoming,,Not started,"October 17, 2025 11:55 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 15: AI Infrastructure TCO Analysis,,upcoming,,Not started,"October 17, 2025 11:21 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 14: Data and Compute Resource Scenarios,,upcoming,,Not started,"October 17, 2025 11:55 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 13: AI Training Lifecycle: Process Overview and Optimization,,upcoming,,Not started,"October 17, 2025 11:55 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 12: Algorithmic Auditing and Performance Accountability,,upcoming,,Not started,"October 17, 2025 11:54 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 11: Multi-Stakeholder Governance Frameworks,,upcoming,,Not started,"October 17, 2025 11:54 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 10: Open-Source Infrastructure as Public Good,,upcoming,,Not started,"October 17, 2025 11:54 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 9: Open vs Closed AI: The Central Governance Challenge,,upcoming,,Not started,"October 17, 2025 11:54 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 8: AI Benefit Concentration,,upcoming,,Not started,"October 17, 2025 11:45 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 7: Civil Society and Labor Resources,,upcoming,,Not started,"October 17, 2025 11:44 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 6: Computational Waste and Environmental Cost,,upcoming,,Not started,"October 17, 2025 11:20 PM (CDT)",,,,"October 18, 2025 10:28 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 5: The AI Transparency Gap,,upcoming,,Not started,"October 17, 2025 11:43 PM (CDT)",,,,"October 24, 2025 7:33 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 5: AI Resource Misallocation: Defense vs Public Goods,,upcoming,,Not started,"October 17, 2025 11:42 PM (CDT)",,,,"October 19, 2025 3:39 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 4: Algorithmic Exclusion and Access Barriers,,upcoming,,Not started,"October 17, 2025 11:41 PM (CDT)",,,,"October 19, 2025 3:39 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 3: Data Literacy and Public Capacity Gaps,,upcoming,,Not started,"October 17, 2025 11:28 PM (CDT)",,,,"October 19, 2025 3:39 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 2: Why Single Event Coincidences Can Capture General Trends,,upcoming,,Not started,"October 19, 2025 3:38 PM (CDT)",,,,"October 19, 2025 4:14 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
Ch 1: AI Increasing Relevance and Market Concentration,,upcoming,,Not started,"October 17, 2025 11:18 PM (CDT)",,,,"October 24, 2025 6:07 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Light Desc,,,,,default_task
═══ PART V: SYNTHESIS & PATH FORWARD ═══,,upcoming,,Not started,"October 17, 2025 11:53 PM (CDT)",,,,"October 19, 2025 4:12 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,PARTS,,,,,default_task
═══ PART IV: INTEGRATION & IMPLEMENTATION ═══,,upcoming,,Not started,"October 17, 2025 11:53 PM (CDT)",,,,"October 18, 2025 10:41 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,PARTS,,,,,default_task
═══ PART III: TECHNICAL INFRASTRUCTURE ═══,,upcoming,,Not started,"October 17, 2025 11:53 PM (CDT)",,,,"October 18, 2025 10:41 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,PARTS,,,,,default_task
═══ PART II: GOVERNANCE ARCHITECTURE ═══,,upcoming,,Not started,"October 17, 2025 11:53 PM (CDT)",,,,"October 18, 2025 10:41 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,PARTS,,,,,default_task
═══ PART I: THE CONCENTRATION CRISIS ═══,,upcoming,,Not started,"October 17, 2025 11:53 PM (CDT)",,,,"October 18, 2025 10:41 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,PARTS,,,,,default_task
Not unduly discriminatory practices in states,,upcoming,,Not started,"October 31, 2025 3:47 PM (CDT)",,,,"October 31, 2025 3:47 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Central Arguments of Book,,,,,default_task
"Silent majority: rendered functionally voiceless, dispossessed of free speech",,upcoming,,Not started,"October 21, 2025 11:54 AM (CDT)",,,,"October 21, 2025 3:22 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Central Arguments of Book,,,,,default_task
"Exhaustion of fact checkers in Trump-Biden election ",,upcoming,,Not started,"October 23, 2025 7:50 AM (CDT)",,,,"October 23, 2025 7:51 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Central Arguments of Book,,,,,default_task
"Trump ranked world's best golf courses 1-8, all his own properties, bias much?",,upcoming,,Not started,"October 21, 2025 2:53 PM (CDT)",,,,"October 31, 2025 3:53 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Central Arguments of Book,,,,,default_task
Bias in lending-Americas long standing racially charged discriminatory practice,,upcoming,,Not started,"October 23, 2025 7:52 AM (CDT)",,,,"October 23, 2025 8:30 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Central Arguments of Book,,,,,default_task
You cant make a bully behave ethically,,upcoming,,Not started,"October 21, 2025 11:54 AM (CDT)",,,,"October 21, 2025 4:06 PM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Central Arguments of Book,,,,,default_task
Why America should not be trusted to lead the efforts on AI Ethics.,,upcoming,,Not started,"October 21, 2025 11:54 AM (CDT)",,,,"October 25, 2025 6:27 AM (CDT)",,,AI Ethics (AI%20Ethics%20915e0bfe7fa442edaddb282995ddc951.md),,Central Arguments of Book,,,,,default_task
